Code,Destination,Region,Rate
99898812,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99898809,Uzbekistan - Tashkent Mobile,Asia-CIS,0
998984,Uzbekistan - Tashkent Mobile,Asia-CIS,0
9989836,Uzbekistan - Tashkent Mobile,Asia-CIS,0
998983,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99898128,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99898127,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99898126,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99898125,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99898124,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99898123,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99898121,Uzbekistan - Tashkent Mobile,Asia-CIS,0
998981,Uzbekistan - Tashkent Mobile,Asia-CIS,0
998977,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897494,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897490,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897488,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897484,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897480,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897477,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897474,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897470,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897464,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897460,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897455,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897454,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897450,Uzbekistan - Tashkent Mobile,Asia-CIS,0
9989744,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897434,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897430,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897424,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897422,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897420,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897414,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897411,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897410,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897404,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897400,Uzbekistan - Tashkent Mobile,Asia-CIS,0
998973,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897157,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897156,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897155,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897131,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897130,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99897,Uzbekistan - Mobile - UMC,Asia-CIS,0
998954,Uzbekistan - Tashkent Mobile,Asia-CIS,0
998953,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99895199,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99895177,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99895170,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99895142,Uzbekistan - Tashkent Mobile,Asia-CIS,0
998951,Uzbekistan - Tashkent Mobile,Asia-CIS,0
998946,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99894,Uzbekistan - Mobile - Ucell,Asia-CIS,0
998935,Uzbekistan - Tashkent Mobile,Asia-CIS,0
9989339,Uzbekistan - Tashkent Mobile,Asia-CIS,0
998933835,Uzbekistan - Tashkent Mobile,Asia-CIS,0
9989338,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99893379,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99893378,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99893377,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99893376,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99893375,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99893184,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99893183,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99893182,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99893181,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99893180,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99893172,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99893171,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99893,Uzbekistan - Mobile - Ucell,Asia-CIS,0
99892,Uzbekistan - Mobile - UMC,Asia-CIS,0
99891192,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99891191,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99891190,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99891165,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99891164,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99891163,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99891162,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99891137,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99891136,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99891134,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99891132,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99891,Uzbekistan - Mobile - Beeline,Asia-CIS,0
998909,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890808,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890806,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890805,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890374,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890373,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890372,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890371,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890370,Uzbekistan - Tashkent Mobile,Asia-CIS,0
9989035,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890349,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890348,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890347,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890346,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890345,Uzbekistan - Tashkent Mobile,Asia-CIS,0
9989032,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890319,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890318,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890317,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890316,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890315,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890189,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890188,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890187,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890186,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890185,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890178,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890176,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890175,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890174,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890168,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890167,Uzbekistan - Tashkent Mobile,Asia-CIS,0
99890,Uzbekistan - Mobile - Beeline,Asia-CIS,0
9989,Uzbekistan - Mobile,Asia-CIS,0
998714,Uzbekistan - Tashkent,Asia-CIS,0
998713,Uzbekistan - Tashkent,Asia-CIS,0
998712,Uzbekistan - Tashkent,Asia-CIS,0
998711,Uzbekistan - Tashkent,Asia-CIS,0
998662,Uzbekistan - Samarkand,Asia-CIS,0
998,Uzbekistan,Asia-CIS,0
99677,Kyrgyzstan - Mobile - SkyTel,Asia-CIS,0
99670,Kyrgyzstan - Mobile - Nur Telecom,Asia-CIS,0
99665511,Kyrgyzstan - Special Services,Asia-CIS,0
99658,Kyrgyzstan - Mobile - Global Telekom,Asia-CIS,0
99657,Kyrgyzstan - Mobile - Sotel,Asia-CIS,0
9965669,Kyrgyzstan - Mobile - Winline,Asia-CIS,0
99656689,Kyrgyzstan - Mobile - Winline,Asia-CIS,0
99656688,Kyrgyzstan - Mobile - Winline,Asia-CIS,0
99656687,Kyrgyzstan - Mobile - Winline,Asia-CIS,0
99656669,Kyrgyzstan - Mobile - Winline,Asia-CIS,0
99656647,Kyrgyzstan - Mobile - Winline,Asia-CIS,0
99656550,Kyrgyzstan - Mobile - Winline,Asia-CIS,0
99656,Kyrgyzstan - Mobile - Winline,Asia-CIS,0
99655,Kyrgyzstan - Mobile - Bimocom (Megacom),Asia-CIS,0
996545,Kyrgyzstan - Mobile - Aktel,Asia-CIS,0
996543,Kyrgyzstan - Mobile - Aktel,Asia-CIS,0
99652,Kyrgyzstan - Mobile - Aisat,Asia-CIS,0
99651,Kyrgyzstan - Mobile - Katel,Asia-CIS,0
996503,Kyrgyzstan - Mobile - Bitel,Asia-CIS,0
996502,Kyrgyzstan - Mobile - Bitel,Asia-CIS,0
99650,Kyrgyzstan - Mobile - Bitel,Asia-CIS,0
9965,Kyrgyzstan - Mobile,Asia-CIS,0
996312264,Kyrgyzstan - Special Services,Asia-CIS,0
996312,Kyrgyzstan - Bishkek,Asia-CIS,0
996205,Kyrgyzstan - Mobile - Aktel,Asia-CIS,0
996204,Kyrgyzstan - Mobile - Aktel,Asia-CIS,0
996203,Kyrgyzstan - Mobile - Aktel,Asia-CIS,0
996202,Kyrgyzstan - Mobile - Aktel,Asia-CIS,0
996201,Kyrgyzstan - Mobile - Aktel,Asia-CIS,0
996200,Kyrgyzstan - Mobile - Aktel,Asia-CIS,0
996,Kyrgyzstan,Asia-CIS,0
995903001,Georgia - Special services,Asia-Western Asia,0
995902001,Georgia - Special services,Asia-Western Asia,0
995900001,Georgia - Special services,Asia-Western Asia,0
995790,Georgia - CDMA MagtiFix,Asia-Western Asia,0
99576,Georgia - Special services,Asia-Western Asia,0
995599,Georgia - Mobile - Magticom,Asia-Western Asia,0
995598,Georgia - Mobile - Magticom,Asia-Western Asia,0
995597,Georgia - Mobile - Mobitel,Asia-Western Asia,0
995596,Georgia - Mobile - Magticom,Asia-Western Asia,0
995595,Georgia - Mobile - Magticom,Asia-Western Asia,0
995593,Georgia - Mobile - Geocell,Asia-Western Asia,0
995592,Georgia - Mobile - Mobitel,Asia-Western Asia,0
995591,Georgia - Mobile - Magticom,Asia-Western Asia,0
995579,Georgia - Mobile - Mobitel,Asia-Western Asia,0
995577,Georgia - Mobile - Geocell,Asia-Western Asia,0
995574,Georgia - Mobile - Mobitel,Asia-Western Asia,0
995571,Georgia - Mobile - Mobitel,Asia-Western Asia,0
995570,Georgia - Mobile - Silqnet,Asia-Western Asia,0
995568,Georgia - Mobile - Mobitel,Asia-Western Asia,0
995558,Georgia - Mobile - Geocell,Asia-Western Asia,0
995557,Georgia - Mobile - Geocell,Asia-Western Asia,0
995555,Georgia - Mobile - Geocell,Asia-Western Asia,0
995551,Georgia - Mobile - Magticom,Asia-Western Asia,0
995514,Georgia - Mobile - Geocell,Asia-Western Asia,0
99544,Georgia - Abhaziya,Asia-Western Asia,0
99542,Georgia - Adzhariya,Asia-Western Asia,0
99532,Georgia - Tbilisi,Asia-Western Asia,0
995,Georgia,Asia-Western Asia,0
99477,Azerbaijan - Mobile - Azerfon,Asia-CIS,0
99470,Azerbaijan - Mobile - Azerfon,Asia-CIS,0
99460,Azerbaijan - Mobile - Nakhchivan,Asia-CIS,0
99455,Azerbaijan - Mobile - Bakcell,Asia-CIS,0
99451,Azerbaijan - Mobile - Azercell,Asia-CIS,0
99450,Azerbaijan - Mobile - Azercell,Asia-CIS,0
99444,Azerbaijan - Mobile - Catel CDMA,Asia-CIS,0
99440,Azerbaijan - Mobile - Catel,Asia-CIS,0
99412,Azerbaijan - Baku,Asia-CIS,0
994,Azerbaijan,Asia-CIS,0
9936,Turkmenistan - Mobile,Asia-CIS,0
99312,Turkmenistan - Ashgabat,Asia-CIS,0
993,Turkmenistan,Asia-CIS,0
99299,Tajikistan - Mobile - Tojiktelecom,Asia-CIS,0
99298,Tajikistan - Mobile - Babilon,Asia-CIS,0
99297,Tajikistan - Mobile - Telecom Ink,Asia-CIS,0
992962,Tajikistan - Mobile - M-Teko,Asia-CIS,0
99296,Tajikistan - Mobile - M-Teko,Asia-CIS,0
99295,Tajikistan - Mobile - TK Mobile,Asia-CIS,0
99293,Tajikistan - Mobile - Indigo,Asia-CIS,0
99292,Tajikistan - Mobile - Indigo,Asia-CIS,0
992919,Tajikistan - Mobile - TAKOM (Beeline),Asia-CIS,0
992918,Tajikistan - Mobile - Babilon,Asia-CIS,0
992917,Tajikistan - Mobile - TAKOM (Beeline),Asia-CIS,0
992915,Tajikistan - Mobile - TAKOM (Beeline),Asia-CIS,0
992911,Tajikistan - Mobile - TAKOM (Beeline),Asia-CIS,0
99290,Tajikistan - Mobile - MLT,Asia-CIS,0
9929,Tajikistan - Mobile,Asia-CIS,0
99288,Tajikistan - Mobile - MLT,Asia-CIS,0
99277,Tajikistan - Mobile - Somoncom,Asia-CIS,0
99255,Tajikistan - Mobile - MLT,Asia-CIS,0
99250,Tajikistan - Mobile - Somoncom,Asia-CIS,0
992372,Tajikistan - Dushanbe,Asia-CIS,0
992,Tajikistan,Asia-CIS,0
98939,Iran - Mobile - MTN,Asia-MENA,0
98938,Iran - Mobile - MTN,Asia-MENA,0
98937,Iran - Mobile - MTN,Asia-MENA,0
98936,Iran - Mobile - MTN,Asia-MENA,0
98935,Iran - Mobile - MTN,Asia-MENA,0
98933,Iran - Mobile - MTN,Asia-MENA,0
98930,Iran - Mobile - MTN,Asia-MENA,0
9891,Iran - Mobile - MCI,Asia-MENA,0
989,Iran - Mobile,Asia-MENA,0
9821,Iran - Tehran,Asia-MENA,0
98,Iran,Asia-MENA,0
977986,Nepal - Mobile - NT,Asia-Southern Asia,0
977985,Nepal - Mobile - NT,Asia-Southern Asia,0
977984,Nepal - Mobile - NT,Asia-Southern Asia,0
977981,Nepal - Mobile - SPICE,Asia-Southern Asia,0
977980,Nepal - Mobile - SPICE,Asia-Southern Asia,0
97798,Nepal - Mobile,Asia-Southern Asia,0
977975,Nepal - Mobile - NT,Asia-Southern Asia,0
977974,Nepal - Mobile - NT,Asia-Southern Asia,0
97797,Nepal - Mobile,Asia-Southern Asia,0
977961,Nepal - Mobile - Smart,Asia-Southern Asia,0
97796,Nepal - Mobile,Asia-Southern Asia,0
97716,Nepal - Kathmandu,Asia-Southern Asia,0
97715,Nepal - Kathmandu,Asia-Southern Asia,0
97714,Nepal - Kathmandu,Asia-Southern Asia,0
9771,Nepal - Kathmandu,Asia-Southern Asia,0
977,Nepal,Asia-Southern Asia,0
97699,Mongolia - Mobile,Asia-Southern Asia,0
97698,Mongolia - Mobile,Asia-Southern Asia,0
97696,Mongolia - Mobile,Asia-Southern Asia,0
97695,Mongolia - Mobile,Asia-Southern Asia,0
97694,Mongolia - Mobile,Asia-Southern Asia,0
97693,Mongolia - Mobile,Asia-Southern Asia,0
97692,Mongolia - Mobile,Asia-Southern Asia,0
97691,Mongolia - Mobile,Asia-Southern Asia,0
97690,Mongolia - Mobile,Asia-Southern Asia,0
97689,Mongolia - Mobile,Asia-Southern Asia,0
97688,Mongolia - Mobile,Asia-Southern Asia,0
97686,Mongolia - Mobile,Asia-Southern Asia,0
97655,Mongolia - Mobile,Asia-Southern Asia,0
976,Mongolia,Asia-Southern Asia,0
9759,Bhutan - Mobile,Asia-Southern Asia,0
97577,Bhutan - Mobile,Asia-Southern Asia,0
97517,Bhutan - Mobile,Asia-Southern Asia,0
97516,Bhutan - Mobile,Asia-Southern Asia,0
975,Bhutan,Asia-Southern Asia,0
97477,Qatar - Mobile - Vodafone,Asia-MENA,0
97474,Qatar - Mobile - Vodafone,Asia-MENA,0
97470,Qatar - Mobile - Vodafone,Asia-MENA,0
97466,Qatar - Mobile,Asia-MENA,0
97455,Qatar - Mobile,Asia-MENA,0
974502,Qatar - Mobile,Asia-MENA,0
974501,Qatar - Mobile,Asia-MENA,0
974500,Qatar - Mobile,Asia-MENA,0
97433,Qatar - Mobile,Asia-MENA,0
97431,Qatar - Mobile,Asia-MENA,0
97430,Qatar - Mobile - Vodafone,Asia-MENA,0
974,Qatar,Asia-MENA,0
97377,Bahrain - Fixed - Wimax MENA,Asia-MENA,0
973669,Bahrain - Mobile - MTC Vodafone,Asia-MENA,0
973666,Bahrain - Mobile - MTC Vodafone,Asia-MENA,0
9736639,Bahrain - Mobile - MTC Vodafone,Asia-MENA,0
9736638,Bahrain - Mobile - MTC Vodafone,Asia-MENA,0
9736637,Bahrain - Mobile - MTC Vodafone,Asia-MENA,0
9736636,Bahrain - Mobile - MTC Vodafone,Asia-MENA,0
9736635,Bahrain - Mobile - MTC Vodafone,Asia-MENA,0
9736634,Bahrain - Mobile - MTC Vodafone,Asia-MENA,0
9736633,Bahrain - Mobile - MTC Vodafone,Asia-MENA,0
9736630,Bahrain - Mobile - MTC Vodafone,Asia-MENA,0
9736366,Bahrain - Mobile - STC,Asia-MENA,0
9736361,Bahrain - Mobile - STC,Asia-MENA,0
9736333,Bahrain - Mobile - STC,Asia-MENA,0
9736300,Bahrain - Mobile - STC,Asia-MENA,0
97339,Bahrain - Mobile - Others,Asia-MENA,0
973388,Bahrain - Mobile - Others,Asia-MENA,0
973384,Bahrain - Mobile - Others,Asia-MENA,0
973383,Bahrain - Mobile - Others,Asia-MENA,0
973382,Bahrain - Mobile - Others,Asia-MENA,0
973381,Bahrain - Mobile - Others,Asia-MENA,0
973380,Bahrain - Mobile - Others,Asia-MENA,0
97337,Bahrain - Mobile - MTC Vodafone,Asia-MENA,0
97336,Bahrain - Mobile - MTC Vodafone,Asia-MENA,0
973355,Bahrain - Mobile - STC,Asia-MENA,0
973353,Bahrain - Mobile - STC,Asia-MENA,0
973351,Bahrain - Mobile - STC,Asia-MENA,0
973350,Bahrain - Mobile - STC,Asia-MENA,0
973345,Bahrain - Mobile - STC,Asia-MENA,0
973344,Bahrain - Mobile - STC,Asia-MENA,0
973343,Bahrain - Mobile - STC,Asia-MENA,0
973341,Bahrain - Mobile - STC,Asia-MENA,0
973340,Bahrain - Mobile - STC,Asia-MENA,0
97333,Bahrain - Mobile - STC,Asia-MENA,0
973323,Bahrain - Mobile - Others,Asia-MENA,0
973322,Bahrain - Mobile - Others,Asia-MENA,0
973320,Bahrain - Mobile - Others,Asia-MENA,0
97331,Bahrain - Mobile - Others,Asia-MENA,0
973,Bahrain,Asia-MENA,0
97292,Israel - Palestine,Asia-MENA,0
97282,Israel - Palestine,Asia-MENA,0
9726,Israel - Mobile - Others,Asia-MENA,0
97259,Israel - Mobile - Jawwal,Asia-MENA,0
97258,Israel - Mobile - Others,Asia-MENA,0
97257,Israel - Mobile - Mirs,Asia-MENA,0
97256,Israel - Mobile - Wataniya,Asia-MENA,0
97255,Israel - Mobile - MVNO,Asia-MENA,0
97254,Israel - Mobile - Partner,Asia-MENA,0
97253,Israel - Mobile - Mirs,Asia-MENA,0
97252,Israel - Mobile - Cellcom,Asia-MENA,0
97251,Israel - Mobile - Others,Asia-MENA,0
97250,Israel - Mobile - Pelephone,Asia-MENA,0
9725,Israel - Mobile - Others,Asia-MENA,0
97242,Israel - Palestine,Asia-MENA,0
97222,Israel - Palestine,Asia-MENA,0
97215354,Israel - Mobile - Partner,Asia-MENA,0
97215352,Israel - Mobile - Cellcom,Asia-MENA,0
972153,Israel - Mobile - Others,Asia-MENA,0
97215154,Israel - Mobile - Partner,Asia-MENA,0
97215152,Israel - Mobile - Cellcom,Asia-MENA,0
972151,Israel - Mobile - Others,Asia-MENA,0
972,Israel,Asia-MENA,0
97156,United Arab Emirates - Mobile - Etisalat,Asia-MENA,0
97155,United Arab Emirates - Mobile - DU,Asia-MENA,0
97152,United Arab Emirates - Mobile - DU,Asia-MENA,0
97150,United Arab Emirates - Mobile - Etisalat,Asia-MENA,0
9714,United Arab Emirates - Dubai,Asia-MENA,0
971,United Arab Emirates,Asia-MENA,0
97092,Palestine Authority,Asia-MENA,0
97082,Palestine Authority,Asia-MENA,0
97059,Palestine Authority - Mobile,Asia-MENA,0
97056,Palestine Authority - Mobile,Asia-MENA,0
97042,Palestine Authority,Asia-MENA,0
97022,Palestine Authority,Asia-MENA,0
970,Palestine Authority,Asia-MENA,0
96899,Oman - Mobile,Asia-MENA,0
96898,Oman - Mobile,Asia-MENA,0
968978,Oman - Mobile - Nawras,Asia-MENA,0
968977,Oman - Mobile - Nawras,Asia-MENA,0
968976,Oman - Mobile - Nawras,Asia-MENA,0
968974,Oman - Mobile - Nawras,Asia-MENA,0
968973,Oman - Mobile - Nawras,Asia-MENA,0
968972,Oman - Mobile - Nawras,Asia-MENA,0
968971,Oman - Mobile - Nawras,Asia-MENA,0
968970,Oman - Mobile - Nawras,Asia-MENA,0
96897,Oman - Mobile - Nawras,Asia-MENA,0
96896,Oman - Mobile - Nawras,Asia-MENA,0
96895,Oman - Mobile - Nawras,Asia-MENA,0
968944,Oman - Mobile - Nawras,Asia-MENA,0
968943,Oman - Mobile - Nawras,Asia-MENA,0
968942,Oman - Mobile - Nawras,Asia-MENA,0
968941,Oman - Mobile - Nawras,Asia-MENA,0
968940,Oman - Mobile - Nawras,Asia-MENA,0
96893,Oman - Mobile,Asia-MENA,0
96892,Oman - Mobile,Asia-MENA,0
96891,Oman - Mobile,Asia-MENA,0
9689,Oman - Mobile,Asia-MENA,0
96822,Oman - Fixed - Nawras,Asia-MENA,0
9681505,Oman - Mobile - Nawras,Asia-MENA,0
968,Oman,Asia-MENA,0
96777,Yemen - Mobile - Yementel,Asia-MENA,0
96773,Yemen - Mobile - MTN,Asia-MENA,0
96771,Yemen - Mobile - Sabafon,Asia-MENA,0
96770,Yemen - Mobile,Asia-MENA,0
967,Yemen,Asia-MENA,0
9669,Saudi Arabia - Mobile - Others,Asia-MENA,0
9668111,Saudi Arabia - Fixed - Atheeb,Asia-MENA,0
9668,Saudi Arabia - Mobile - Others,Asia-MENA,0
9667511,Saudi Arabia - Fixed - Atheeb,Asia-MENA,0
9667510,Saudi Arabia - Fixed - Atheeb,Asia-MENA,0
9666511,Saudi Arabia - Fixed - Atheeb,Asia-MENA,0
9666510,Saudi Arabia - Fixed - Atheeb,Asia-MENA,0
96659,Saudi Arabia - Mobile - ZAIN,Asia-MENA,0
96658,Saudi Arabia - Mobile - ZAIN,Asia-MENA,0
96656,Saudi Arabia - Mobile - Mobily,Asia-MENA,0
96655,Saudi Arabia - Mobile - STC,Asia-MENA,0
96654,Saudi Arabia - Mobile - Mobily,Asia-MENA,0
96653,Saudi Arabia - Mobile - STC,Asia-MENA,0
96651,Saudi Arabia - Mobile - Bravo,Asia-MENA,0
96650,Saudi Arabia - Mobile - STC,Asia-MENA,0
96614,Saudi Arabia - Riyad,Asia-MENA,0
966135,Saudi Arabia - Mobile - Others,Asia-MENA,0
96612,Saudi Arabia - Riyad,Asia-MENA,0
96611,Saudi Arabia - Riyad,Asia-MENA,0
966,Saudi Arabia,Asia-MENA,0
96599,Kuwait - Mobile - Zain,Asia-MENA,0
965988,Kuwait - Mobile - Zain,Asia-MENA,0
965980,Kuwait - Mobile - Zain,Asia-MENA,0
96597,Kuwait - Mobile - Zain,Asia-MENA,0
96596,Kuwait - Mobile - Zain,Asia-MENA,0
96594,Kuwait - Mobile - Zain,Asia-MENA,0
96590,Kuwait - Mobile - Zain,Asia-MENA,0
9656,Kuwait - Mobile - Wataniya,Asia-MENA,0
96555,Kuwait - Mobile - Viva,Asia-MENA,0
965516,Kuwait - Mobile - Viva,Asia-MENA,0
965515,Kuwait - Mobile - Viva,Asia-MENA,0
965514,Kuwait - Mobile - Viva,Asia-MENA,0
965513,Kuwait - Mobile - Viva,Asia-MENA,0
965512,Kuwait - Mobile - Viva,Asia-MENA,0
965511,Kuwait - Mobile - Viva,Asia-MENA,0
965510,Kuwait - Mobile - Viva,Asia-MENA,0
965509,Kuwait - Mobile - Viva,Asia-MENA,0
965508,Kuwait - Mobile - Viva,Asia-MENA,0
965507,Kuwait - Mobile - Viva,Asia-MENA,0
965506,Kuwait - Mobile - Viva,Asia-MENA,0
965505,Kuwait - Mobile - Viva,Asia-MENA,0
965504,Kuwait - Mobile - Viva,Asia-MENA,0
965503,Kuwait - Mobile - Viva,Asia-MENA,0
965502,Kuwait - Mobile - Viva,Asia-MENA,0
965501,Kuwait - Mobile - Viva,Asia-MENA,0
965500,Kuwait - Mobile - Viva,Asia-MENA,0
965,Kuwait,Asia-MENA,0
964822,Iraq - Special services,Asia-MENA,0
964821,Iraq - Special services,Asia-MENA,0
96479,Iraq - Mobile - Zain,Asia-MENA,0
96478,Iraq - Mobile - Zain,Asia-MENA,0
96477,Iraq - Mobile - Asia Cell,Asia-MENA,0
96475,Iraq - Mobile - Korek,Asia-MENA,0
9647401,Iraq - Mobile - Itisaluna,Asia-MENA,0
9647400,Iraq - Mobile - Itisaluna,Asia-MENA,0
96473,Iraq - Mobile - Sana,Asia-MENA,0
9647,Iraq - Mobile - Others,Asia-MENA,0
96462,Iraq - Duhook,Asia-MENA,0
9641,Iraq - Baghdad,Asia-MENA,0
964,Iraq,Asia-MENA,0
96399,Syria - Mobile,Asia-MENA,0
96398,Syria - Mobile,Asia-MENA,0
96397,Syria - Mobile - MTN,Asia-MENA,0
96396,Syria - Mobile - MTN,Asia-MENA,0
96395,Syria - Mobile - MTN,Asia-MENA,0
96394,Syria - Mobile - MTN,Asia-MENA,0
96393,Syria - Mobile,Asia-MENA,0
96392,Syria - Mobile,Asia-MENA,0
963,Syria,Asia-MENA,0
96279,Jordan - Mobile - Fastlink,Asia-MENA,0
96278,Jordan - Mobile - Umniah,Asia-MENA,0
962779,Jordan - Mobile - Orange,Asia-MENA,0
962778,Jordan - Mobile - Orange,Asia-MENA,0
962777,Jordan - Mobile - Orange,Asia-MENA,0
962776,Jordan - Mobile - Orange,Asia-MENA,0
962775,Jordan - Mobile - Orange,Asia-MENA,0
962772,Jordan - Mobile - Orange,Asia-MENA,0
96277,Jordan - Mobile - Orange,Asia-MENA,0
9627558,Jordan - Mobile - Fastlink,Asia-MENA,0
9627557,Jordan - Mobile - Fastlink,Asia-MENA,0
9627556,Jordan - Mobile - Fastlink,Asia-MENA,0
9627555,Jordan - Mobile - Fastlink,Asia-MENA,0
962747,Jordan - Mobile - Others,Asia-MENA,0
962746,Jordan - Mobile - Others,Asia-MENA,0
962745,Jordan - Mobile - Others,Asia-MENA,0
962,Jordan,Asia-MENA,0
961816,Lebanon - Mobile - MTC,Asia-MENA,0
961812,Lebanon - Mobile - Alfa,Asia-MENA,0
961793,Lebanon - Mobile - Alfa,Asia-MENA,0
961791,Lebanon - Mobile - Alfa,Asia-MENA,0
961789,Lebanon - Mobile - MTC,Asia-MENA,0
961788,Lebanon - Mobile - MTC,Asia-MENA,0
961769,Lebanon - Mobile - MTC,Asia-MENA,0
961768,Lebanon - Mobile - MTC,Asia-MENA,0
961767,Lebanon - Mobile - MTC,Asia-MENA,0
961766,Lebanon - Mobile - MTC,Asia-MENA,0
961765,Lebanon - Mobile - Alfa,Asia-MENA,0
961764,Lebanon - Mobile - Alfa,Asia-MENA,0
961763,Lebanon - Mobile - Alfa,Asia-MENA,0
961761,Lebanon - Mobile - Alfa,Asia-MENA,0
961760,Lebanon - Mobile - MTC,Asia-MENA,0
961719,Lebanon - Mobile - Alfa,Asia-MENA,0
961718,Lebanon - Mobile - Alfa,Asia-MENA,0
961717,Lebanon - Mobile - Alfa,Asia-MENA,0
961716,Lebanon - Mobile - Alfa,Asia-MENA,0
